"","cy","Dates","Year","GDP","NationalPrice","Month","ExchangeRate","Country","RealInterest","CPI","MaizePrice","Electionlag","Election","MaizeYield","ForexRev","WorldPrice","GasPrice","Wedge","UreaMaizeRatio","LagMaize","CorruptionEstimate"
"223","Kenya 2014",2014-12-01,"2014",68285.825097,63630,12,90.5,"Kenya",8.24907899217324,0.656608226567768,285.997790055249,"1","0",16602,7873.69083236248,308.13,99,6.67194320882757,2.45838935509296,329.811320754717,-0.938904762268066
"224","Kenya 2015",2015-01-01,"2015",70120.543426,65368.5714285714,1,89.845001,"Kenya",6.26880578270384,0.660654079568442,288.384436658863,"0","0",18230,7514.22890705536,305,91.06,6.73950485442849,2.52291870785188,201.177941849354,-1.03067374229431
"225","Kenya 2015",2015-02-01,"2015",70120.543426,65842.2368421053,2,91.300003,"Kenya",6.26880578270384,0.663604180714767,284.08542330497,"0","0",18230,7514.22890705536,305,83.52,6.72422702354848,2.53854481405349,171.827664399093,-1.03067374229431
"226","Kenya 2015",2015-03-01,"2015",70120.543426,66315.9022556391,3,90.470001,"Kenya",6.26880578270384,0.671105866486851,286.991264651362,"0","0",18230,7514.22890705536,295.5,82.16,6.7742603484289,2.55413830079375,200.950090179806,-1.03067374229431
"227","Kenya 2015",2015-04-01,"2015",70120.543426,66789.5676691729,4,94.580002,"Kenya",6.26880578270384,0.683243425488874,274.806507193772,"0","0",18230,7514.22890705536,260,70.94,6.79384866317241,2.56969927010576,336.614583333333,-1.03067374229431
"228","Kenya 2015",2015-05-01,"2015",70120.543426,67263.2330827068,5,95.959,"Kenya",6.26880578270384,0.688806473364801,271.13975760481,"0","0",18230,7514.22890705536,265,72.57,6.77069450860732,2.5852278235975,334.962593516209,-1.03067374229431
"229","Kenya 2015",2015-06-01,"2015",70120.543426,67736.8984962406,6,97.594002,"Kenya",6.26880578270384,0.690829399865138,266.875007339078,"0","0",18230,7514.22890705536,288.75,71.55,6.69782127134546,2.60072406245405,151.797460198137,-1.03067374229431
"230","Kenya 2015",2015-07-01,"2015",70120.543426,68210.5639097744,7,100.57,"Kenya",6.26880578270384,0.691335131490223,259.247290444467,"0","0",18230,7514.22890705536,283.75,72.62,6.67074174941851,2.61618808743981,215.685912240185,-1.03067374229431
"231","Kenya 2015",2015-08-01,"2015",70120.543426,68684.2293233083,8,102.059998,"Kenya",6.26880578270384,0.692768037761295,255.728008146737,"0","0",18230,7514.22890705536,274.63,70.37,6.68047711218208,2.63161999890068,450.075206509678,-1.03067374229431
"232","Kenya 2015",2015-09-01,"2015",70120.543426,69157.8947368421,9,102.910004,"Kenya",6.26880578270384,0.69462238705327,253.879107807634,"0","0",18230,7514.22890705536,279.38,68.96,6.66604973091793,2.64701989676622,87.9825200291333,-1.03067374229431
"233","Kenya 2015",2015-10-01,"2015",70120.543426,70944.4444444444,10,101.949997,"Kenya",6.26880578270384,0.69807821982468,256.535564194279,"0","0",18230,7514.22890705536,250.63,63.61,6.79177292001077,2.71258648626373,249.311219184853,-1.03067374229431
"234","Kenya 2015",2015-11-01,"2015",70120.543426,71578.9473684211,11,100.309998,"Kenya",6.26880578270384,0.70170262980445,260.999905512908,"0","0",18230,7514.22890705536,263.63,57.83,6.80227909806136,2.73401400900737,255.684546620549,-1.03067374229431
"235","Kenya 2015",2015-12-01,"2015",70120.543426,70850,12,101.230003,"Kenya",6.26880578270384,0.709204315576534,258.895576640455,"0","0",18230,7514.22890705536,264,53.71,6.77054143296773,2.70337301587302,287.71141879735,-1.03067374229431
"236","Kenya 2016",2016-01-01,"2016",74815.138871,70444.4444444444,1,101.699997,"Kenya",10.1181287134987,0.711985839514498,257.965592663685,"0","0",14284,7553.1973726237,233.88,54.22,6.82173897531361,2.68512200999594,147.251765126464,-0.913663983345032
"237","Kenya 2016",2016-02-01,"2016",74815.138871,70857.1428571429,2,100.050003,"Kenya",10.1181287134987,0.709035738368173,262.490746751902,"0","0",14284,7553.1973726237,191.88,48.43,6.9399083498082,2.69806576970486,299.671317829457,-0.913663983345032
"238","Kenya 2016",2016-03-01,"2016",74815.138871,69476.1904761905,3,99.692001,"Kenya",10.1181287134987,0.714345920431558,263.705209407924,"0","0",14284,7553.1973726237,201.75,44.49,6.89802586229138,2.64275543571683,278.418279761171,-0.913663983345032
"239","Kenya 2016",2016-04-01,"2016",74815.138871,68095.2380952381,4,99.321999,"Kenya",10.1181287134987,0.71931894807822,264.960434394801,"0","0",14284,7553.1973726237,196.25,46.63,6.8862277594847,2.58755901624987,166.339110237627,-0.913663983345032
"240","Kenya 2016",2016-05-01,"2016",74815.138871,66714.2857142857,5,98.992996,"Kenya",10.1181287134987,0.723280512474713,266.114786545101,"0","0",14284,7553.1973726237,198.38,48.17,6.85761895376072,2.53247615974664,454.604561649892,-0.913663983345032
"241","Kenya 2016",2016-06-01,"2016",74815.138871,65333.3333333333,6,100.080002,"Kenya",10.1181287134987,0.730866486850978,263.495198571239,"0","0",14284,7553.1973726237,142.63,58.11,6.92791384575102,2.47750651609494,446.487867177522,-0.913663983345032
"242","Kenya 2016",2016-07-01,"2016",74815.138871,65428.5714285714,7,99.536003,"Kenya",10.1181287134987,0.735502360080917,265.207555099435,"0","0",14284,7553.1973726237,181,60.66,6.85927120808796,2.47857091445737,446.453656169387,-0.913663983345032
"243","Kenya 2016",2016-08-01,"2016",74815.138871,66363.6363636364,8,99.439003,"Kenya",10.1181287134987,0.736092380310182,265.738786620779,"0","0",14284,7553.1973726237,186.25,57.97,6.86928648636919,2.51141489674988,265.207555099435,-0.913663983345032
"244","Kenya 2016",2016-09-01,"2016",74815.138871,66000.1332001332,9,99.522003,"Kenya",10.1181287134987,0.738621038435603,265.789465672229,"0","0",14284,7553.1973726237,187.3,61.38,6.85829566265703,2.49509990587191,155.262268729458,-0.913663983345032
"245","Kenya 2016",2016-10-01,"2016",74815.138871,65636.63003663,10,99.777,"Kenya",10.1181287134987,0.743256911665543,265.38180141716,"0","0",14284,7553.1973726237,187.5,66.37,6.84658983614508,2.47881831023188,389.980181296764,-0.913663983345032
"246","Kenya 2016",2016-11-01,"2016",74815.138871,65273.1268731269,11,99.907997,"Kenya",10.1181287134987,0.748567093728928,265.305088640702,"0","0",14284,7553.1973726237,205,62.58,6.79868324352217,2.46257000739931,314.87406941532,-0.913663983345032
"247","Kenya 2016",2016-12-01,"2016",74815.138871,64909.6237096237,12,101.470001,"Kenya",10.1181287134987,0.754214430209036,261.488121991839,"0","0",14284,7553.1973726237,217.75,74.42,6.73801821972938,2.44635489536218,370.427286131994,-0.913663983345032
"248","Kenya 2017",2017-01-01,"2017",82035.78793,64546.1205461205,1,101.93,"Kenya",5.65674761585907,0.7618004045853,260.573923280683,"0","1",15272,7324.64216333911,233.75,74.26,6.68333667874214,2.4301728725248,257.630738201643,-0.975330948829651
"249","Kenya 2017",2017-02-01,"2017",82035.78793,64182.6173826174,2,101.010002,"Kenya",5.65674761585907,0.774865138233311,263.215518003851,"0","1",15272,7324.64216333911,191.88,68.75,6.78791059137763,2.41402383770573,210.624338624339,-0.975330948829651
"250","Kenya 2017",2017-03-01,"2017",82035.78793,63819.1142191142,3,101.57,"Kenya",5.65674761585907,0.787845583277141,262.031111548686,"0","1",15272,7324.64216333911,223.5,64.42,6.69660708233341,2.39790769013561,420.571428571429,-0.975330948829651
"251","Kenya 2017",2017-04-01,"2017",82035.78793,63455.611055611,4,101.389999,"Kenya",5.65674761585907,0.80192178017532,262.763588744093,"0","1",15272,7324.64216333911,207.88,67.18,6.72857432138178,2.3818243294551,297.418371588233,-0.975330948829651
"252","Kenya 2017",2017-05-01,"2017",82035.78793,63092.1078921079,5,101.550003,"Kenya",5.65674761585907,0.807906271072151,262.616437342695,"0","1",15272,7324.64216333911,178.75,68.16,6.78568168339098,2.3657736557128,160.528832630098,-0.975330948829651
"253","Kenya 2017",2017-06-01,"2017",82035.78793,62728.6047286047,6,102.239998,"Kenya",5.65674761585907,0.798213081591369,261.109160037347,"0","1",15272,7324.64216333911,191,64.96,6.73943909468671,2.34975556936315,413.333333333333,-0.975330948829651
"254","Kenya 2017",2017-07-01,"2017",82035.78793,62365.1015651016,7,102.209999,"Kenya",5.65674761585907,0.790458530006743,261.450936908824,"0","1",15272,7324.64216333911,181,65.75,6.75499313345636,2.33376997126441,403.945290637428,-0.975330948829651
"255","Kenya 2017",2017-08-01,"2017",82035.78793,62001.5984015984,8,101.220001,"Kenya",5.65674761585907,0.795347269049224,264.275832204349,"0","1",15272,7324.64216333911,192.63,67,6.73319603544606,2.31781676267658,331.905298759865,-0.975330948829651
"256","Kenya 2017",2017-09-01,"2017",82035.78793,61638.0952380952,9,102.599998,"Kenya",5.65674761585907,0.790795684423466,260.985385204393,"0","1",15272,7324.64216333911,219,70.17,6.63794410972932,2.30189584525939,145.176894005763,-0.975330948829651
"257","Kenya 2017",2017-10-01,"2017",82035.78793,62700,10,101.970001,"Kenya",5.65674761585907,0.785738368172623,262.863584751755,"0","1",15272,7324.64216333911,252.5,69.77,6.58586102794187,2.33918565001007,232.963585434174,-0.975330948829651
"258","Kenya 2017",2017-11-01,"2017",82035.78793,62909.0909090909,11,101.370003,"Kenya",5.65674761585907,0.783968307484828,264.686783130509,"0","1",15272,7324.64216333911,280,73.88,6.52382528951464,2.34461583706682,135.651455642633,-0.975330948829651
"259","Kenya 2017",2017-12-01,"2017",82035.78793,62909.0909090909,12,101.800003,"Kenya",5.65674761585907,0.788182737693864,263.834962755355,"0","1",15272,7324.64216333911,214.63,73.29,6.69292233821017,2.34225013065152,271.742697735478,-0.975330948829651
"260","Kenya 2018",2018-01-01,"2018",92202.979941,62636.3636363636,1,100.690002,"Kenya",8.48796047494691,0.798550236008092,267.012607666847,"1","0",17656,8163.61181622987,219.63,84.82,6.69069805072237,2.32974516510251,260.280112044818,-0.862696051597595
"261","Kenya 2018",2018-02-01,"2018",92202.979941,64181.8181818182,2,99.662003,"Kenya",8.48796047494691,0.809423465947404,270.038722781841,"1","0",17656,8163.61181622987,232.5,71.03,6.7129451986302,2.38482414117618,262.122905027933,-0.862696051597595
"262","Kenya 2018",2018-03-01,"2018",92202.979941,63833.3333333333,3,99.323997,"Kenya",8.48796047494691,0.82071813890762,271.230526496029,"1","0",17656,8163.61181622987,232.5,71.46,6.70973952458522,2.36948939050299,277.295774647887,-0.862696051597595
"263","Kenya 2018",2018-04-01,"2018",92202.979941,62000,4,98.750999,"Kenya",8.48796047494691,0.831759946055293,273.078756398201,"1","0",17656,8163.61181622987,230.63,73.52,6.67761827820403,2.29912336650993,300.857938718663,-0.862696051597595
"264","Kenya 2018",2018-05-01,"2018",92202.979941,61782.6086956522,5,99.833,"Kenya",8.48796047494691,0.839767363452461,270.390552222211,"1","0",17656,8163.61181622987,221.88,76.51,6.67703361671408,2.28876185714744,325.459610027855,-0.862696051597595
"265","Kenya 2018",2018-06-01,"2018",92202.979941,61000,6,99.373001,"Kenya",8.48796047494691,0.832349966284558,271.914903727221,"1","0",17656,8163.61181622987,224,78.34,6.65890786382416,2.25750342326339,138.597965195297,-0.862696051597595
"266","Kenya 2018",2018-07-01,"2018",92202.979941,61086.9565217391,7,99.599998,"Kenya",8.48796047494691,0.824848280512475,271.567274529463,"1","0",17656,8163.61181622987,252.5,77.5,6.58153627099283,2.25845647279251,119.172744529923,-0.862696051597595
"267","Kenya 2018",2018-08-01,"2018",92202.979941,61250,8,99.699997,"Kenya",8.48796047494691,0.827461227242077,271.566708271817,"1","0",17656,8163.61181622987,260,81.71,6.56341467648794,2.26221782295237,133.834170292168,-0.862696051597595
"268","Kenya 2018",2018-09-01,"2018",92202.979941,62956.5217391304,9,99.769997,"Kenya",8.48796047494691,0.835890087660148,271.64779808503,"1","0",17656,8163.61181622987,267.5,89.17,6.588973965177,2.32292173502361,242.554696132597,-0.862696051597595
"269","Kenya 2018",2018-10-01,"2018",92202.979941,67470.5882352941,10,100.839996,"Kenya",8.48796047494691,0.829231287929872,269.034124118767,"1","0",17656,8163.61181622987,270,89.57,6.68232465578694,2.48699153815765,142.41134751773,-0.862696051597595
"270","Kenya 2018",2018-11-01,"2018",92202.979941,67500,11,101.5,"Kenya",8.48796047494691,0.827714093054619,267.551724137931,"1","0",17656,8163.61181622987,305.6,97.36,6.57765362014131,2.48559276784564,165.812350400904,-0.862696051597595
"271","Kenya 2018",2018-12-01,"2018",92202.979941,67000,12,100.900002,"Kenya",8.48796047494691,0.833192852326365,269.411292974999,"1","0",17656,8163.61181622987,276.67,94.41,6.65248726371301,2.46472137612384,251.769547325103,-0.862696051597595
"272","Kenya 2019",2019-01-01,"2019",100378.435824,65350,1,99.75,"Kenya",7.83110074767406,0.83605866486851,272.788972431078,"0","0",15600,9114.89220521186,260,80.06,6.67238345946972,2.40162877103492,178.581363004172,-0.807418882846832
"273","Kenya 2019",2019-02-01,"2019",100378.435824,65894.7368421053,2,99.18,"Kenya",7.83110074767406,0.842886041807148,274.629965718895,"0","0",15600,9114.89220521186,250.63,69.55,6.71844781344049,2.41923858909696,143.109187749667,-0.807418882846832
"274","Kenya 2019",2019-03-01,"2019",100378.435824,67047.6190476191,3,99.830002,"Kenya",7.83110074767406,0.855866486850978,273.113287125848,"0","0",15600,9114.89220521186,247.5,67.91,6.74316011790883,2.45911846541227,278.977548838565,-0.807418882846832
"275","Kenya 2019",2019-04-01,"2019",100378.435824,66571.4285714286,4,100.449997,"Kenya",7.83110074767406,0.862609575185435,271.697369985984,"0","0",15600,9114.89220521186,247.5,62.49,6.7219860584994,2.43922865936643,231.421348314607,-0.807418882846832
"276","Kenya 2019",2019-05-01,"2019",100378.435824,66571.4285714286,5,100.129997,"Kenya",7.83110074767406,0.86909979770735,272.836320967831,"0","0",15600,9114.89220521186,247.5,59.42,6.72707381572083,2.43680899339395,143.413106687542,-0.807418882846832
"277","Kenya 2019",2019-06-01,"2019",100378.435824,66571.4285714286,6,101.349998,"Kenya",7.83110074767406,0.872555630478759,269.819442917009,"0","0",15600,9114.89220521186,247.5,52.96,6.70771155265551,2.43439412318452,272.836320967831,-0.807418882846832
"278","Kenya 2019",2019-07-01,"2019",100378.435824,66571.4285714286,7,102.410004,"Kenya",7.83110074767406,0.875168577208361,267.291269708377,"0","0",15600,9114.89220521186,263.5,52.73,6.65040516544548,2.43198403449451,274.115456238361,-0.807418882846832
"279","Kenya 2019",2019-08-01,"2019",100378.435824,62800,8,102.610001,"Kenya",7.83110074767406,0.876938637896156,267.034399502637,"0","0",15600,9114.89220521186,262.5,51.85,6.54972749923112,2.29193734398038,204.096089385475,-0.807418882846832
"280","Kenya 2019",2019-09-01,"2019",100378.435824,66800,9,102.910004,"Kenya",7.83110074767406,0.878287255563048,266.519278339548,"0","0",15600,9114.89220521186,237.75,58.19,6.7126194637607,2.4355118038465,229.486033519553,-0.807418882846832
"281","Kenya 2019",2019-10-01,"2019",100378.435824,62800,10,101.385094,"Kenya",7.83110074767406,0.881153068105192,270.795231496259,"0","0",15600,9114.89220521186,237,59.12,6.63966953363797,2.28741267401455,261.111111111111,-0.807418882846832
"282","Kenya 2019",2019-11-01,"2019",100378.435824,61000,11,100.779556,"Kenya",7.83110074767406,0.886463250168577,272.69121923895,"0","0",15600,9114.89220521186,224.5,63.47,6.63537460306384,2.21965890028637,282.116845878136,-0.807418882846832
"283","Kenya 2019",2019-12-01,"2019",100378.435824,60000,12,100.440002,"Kenya",7.83110074767406,0.892784895482131,273.882909719576,"0","0",15600,9114.89220521186,217.5,56.01,6.63298209076163,2.18112022334671,218.954874651811,-0.807418882846832
"284","Kenya 2020",2020-01-01,"2020",100666.561429,62571.4285714286,1,99.599998,"Kenya",6.7146344090674,0.897757923128793,276.464864989254,"0","1",17741,8296.12889890541,215.4,48.63,6.71617776815197,2.27235821496405,356.731010587746,-0.876583576202393
"285","Kenya 2020",2020-02-01,"2020",100666.561429,57357.1428571428,2,99.336746,"Kenya",6.7146344090674,0.90332097100472,277.470333082986,"0","1",17741,8296.12889890541,214.38,43.79,6.58760993834592,2.08094702525643,238.072423398329,-0.876583576202393
"286","Kenya 2020",2020-03-01,"2020",100666.561429,60750,3,102.883163,"Kenya",6.7146344090674,0.905849629130142,268.169243591393,"0","1",17741,8296.12889890541,231.13,41.61,6.57743378637134,2.20187676014222,374.289655172414,-0.876583576202393
"287","Kenya 2020",2020-04-01,"2020",100666.561429,58625,4,105.418953,"Kenya",6.7146344090674,0.914447066756575,261.975662004535,"0","1",17741,8296.12889890541,235,37.97,6.46494711607464,2.12277131642599,261.39588688946,-0.876583576202393
"288","Kenya 2020",2020-05-01,"2020",100666.561429,58000,5,105.141029,"Kenya",6.7146344090674,0.915374241402562,262.925903074432,"0","1",17741,8296.12889890541,201.9,35.6,6.55033932081408,2.09808170219539,282.369230769231,-0.876583576202393
"289","Kenya 2020",2020-06-01,"2020",100666.561429,57428.5714285714,6,105.550003,"Kenya",6.7146344090674,0.912592717464599,262.163895911969,"0","1",17741,8296.12889890541,202,33.99,6.52821958504072,2.07537643301645,282.229668411867,-0.876583576202393
"290","Kenya 2020",2020-07-01,"2020",100666.561429,60722.2222222222,7,106.75,"Kenya",6.7146344090674,0.913267026298044,259.470725995316,"0","1",17741,8296.12889890541,214.4,34.91,6.56364998507842,2.19225670062358,230.97541668011,-0.876583576202393
"291","Kenya 2020",2020-08-01,"2020",100666.561429,60043.4782608696,8,107.150002,"Kenya",6.7146344090674,0.91512137559002,258.755011502473,"0","1",17741,8296.12889890541,249.5,45.85,6.43251953146248,2.16563314268653,458.953907718072,-0.876583576202393
"292","Kenya 2020",2020-09-01,"2020",100666.561429,59611.1111111111,9,106.800087,"Kenya",6.7146344090674,0.91512137559002,259.856529892153,"0","1",17741,8296.12889890541,250.5,46.07,6.42213215078227,2.14793915947317,216.452171569857,-0.876583576202393
"293","Kenya 2020",2020-10-01,"2020",100666.561429,59611.1111111111,10,107.800003,"Kenya",6.7146344090674,0.923803101820634,257.697580954613,"0","1",17741,8296.12889890541,245,54.72,6.42318060944134,2.14584378257263,281.717398991652,-0.876583576202393
"294","Kenya 2020",2020-11-01,"2020",100666.561429,59388.8888888889,11,108.377388,"Kenya",6.7146344090674,0.933749157113958,256.574738634594,"0","1",17741,8296.12889890541,245,59.06,6.40682424755232,2.13576086830567,260.074482758621,-0.876583576202393
"295","Kenya 2020",2020-12-01,"2020",100666.561429,59187.5,12,109.150002,"Kenya",6.7146344090674,0.942936614969656,255.006866605463,"0","1",17741,8296.12889890541,245,63.86,6.38775163621071,2.12644607314795,121.733438331896,-0.876583576202393
"296","Kenya 2021",2021-01-01,"2021",110347.032624,54575.9124087591,1,109.150002,"Kenya",7.42758100514372,0.948921105866487,255.255148781399,"1","0",15231,9489.8763784777,265,73.02,6.15277275281396,1.95885705908091,381.8,-0.735883414745331
"297","Kenya 2021",2021-02-01,"2021",110347.032624,54040.8945686901,2,108.760002,"Kenya",7.42758100514372,0.955579905596763,256.419634858043,"1","0",15231,9489.8763784777,335,97.48,5.78002480712153,1.93776918441097,332.547734669182,-0.735883414745331
"298","Kenya 2021",2021-03-01,"2021",110347.032624,54155.8528428094,3,108.5,"Kenya",7.42758100514372,0.959288604180715,257.283870967742,"1","0",15231,9489.8763784777,352.88,65.62,5.67849197310631,1.94000612004203,362.031141868512,-0.735883414745331
"299","Kenya 2021",2021-04-01,"2021",110347.032624,52793.4482758621,4,106.849998,"Kenya",7.42758100514372,0.967211732973702,261.510533673571,"1","0",15231,9489.8763784777,328.1,71.28,5.80508000867901,1.88936699338146,494.333771353482,-0.735883414745331
"300","Kenya 2021",2021-05-01,"2021",110347.032624,53312.4203821656,5,106.650002,"Kenya",7.42758100514372,0.969150370869858,262.255034931926,"1","0",15231,9489.8763784777,331.63,83.47,5.81861909466913,1.9060912916629,433.303272727273,-0.735883414745331
"301","Kenya 2021",2021-06-01,"2021",110347.032624,54457.5342465753,6,106.849998,"Kenya",7.42758100514372,0.970246122724208,262.017786841699,"1","0",15231,9489.8763784777,393.25,94.73,5.45031335480265,1.94514813393681,103.567874363113,-0.735883414745331
"302","Kenya 2021",2021-07-01,"2021",110347.032624,53586.0836501901,7,107.599998,"Kenya",7.42758100514372,0.973111935266352,260.44331339114,"1","0",15231,9489.8763784777,441.5,112.68,4.72767738012892,1.91217018631337,121.397802747597,-0.735883414745331
"303","Kenya 2021",2021-08-01,"2021",110347.032624,55777.8723404255,8,108.849998,"Kenya",7.42758100514372,0.975303438975051,257.701428712934,"1","0",15231,9489.8763784777,446.88,129.82,4.87600005154896,1.98845923611539,519.184428223844,-0.735883414745331
"304","Kenya 2021",2021-09-01,"2021",110347.032624,56053.8461538462,9,109.5,"Kenya",7.42758100514372,0.978422117329737,234.74703196347,"1","0",15231,9489.8763784777,418.75,178.4,5.2274651357506,2.18067622210039,469.823572549881,-0.735883414745331
"305","Kenya 2021",2021-10-01,"2021",110347.032624,70155.0930555556,10,110.199997,"Kenya",7.42758100514372,0.983395144976399,241.186939415252,"1","0",15231,9489.8763784777,695,222.53,-4.76026056572691,2.63951318552965,379.899938987187,-0.735883414745331
"306","Kenya 2021",2021-11-01,"2021",110347.032624,78010.2739726027,11,111.550003,"Kenya",7.42758100514372,0.987862440997977,238.268034829188,"1","0",15231,9489.8763784777,900.5,202.59,-5.99730321744431,2.9350562844298,493.758931552588,-0.735883414745331
"307","Kenya 2021",2021-12-01,"2021",110347.032624,85686.1111111111,12,112.150002,"Kenya",7.42758100514372,0.996881321645314,268.904141437287,"1","0",15231,9489.8763784777,890,236.49,-5.52919644884069,2.84127752576833,492.085209981741,-0.735883414745331
"308","Kenya 2022",2022-01-01,"2022",114085.176566,84618,1,112.091591,"Kenya",5.96844687503544,1,295.226427823654,"0","0",14316,7968.47215457849,846.38,196.91,-5.20929177053048,2.55702215614461,150.247887292251,-0.759701311588287
"309","Kenya 2022",2022-02-01,"2022",114085.176566,89039.6226415094,2,111.680687,"Kenya",5.96844687503544,1.00413014160485,288.322008620882,"0","0",14316,7968.47215457849,744.17,197.52,4.66540623989827,2.76520567209657,530.752182965124,-0.759701311588287
"310","Kenya 2022",2022-03-01,"2022",114085.176566,105970.588235294,3,114,"Kenya",5.96844687503544,1.01264329062711,285.038596491228,"0","0",14316,7968.47215457849,872.5,271.08,4.73744230571614,3.26119541321871,505.529199277544,-0.759701311588287
"311","Kenya 2022",2022-04-01,"2022",114085.176566,95597.8494623656,4,114.849998,"Kenya",5.96844687503544,1.02975387727579,352.299527249448,"0","0",14316,7968.47215457849,925,243.44,-5.2217746571634,2.36268089898485,285.038596491228,-0.759701311588287
"312","Kenya 2022",2022-05-01,"2022",114085.176566,95071.4285714286,5,115.699997,"Kenya",5.96844687503544,1.03776129467296,376.428704661073,"0","0",14316,7968.47215457849,707.5,248.79,5.43117372702935,2.18290049253845,189.519161416011,-0.759701311588287
"313","Kenya 2022",2022-06-01,"2022",114085.176566,93673.9130434783,6,116.800003,"Kenya",5.96844687503544,1.04703304113284,393.835606322716,"0","0",14316,7968.47215457849,690,263.24,5.41168972601519,2.03638941398866,497.445723625966,-0.759701311588287
"314","Kenya 2022",2022-07-01,"2022",114085.176566,95204.5454545455,7,117.879997,"Kenya",5.96844687503544,1.05402899527984,517.441479066207,"0","0",14316,7968.47215457849,601,344.93,6.02412891294968,1.56083260303209,475.962994707121,-0.759701311588287
"315","Kenya 2022",2022-08-01,"2022",114085.176566,96761.3636363636,8,119.949997,"Kenya",5.96844687503544,1.05849629130142,486.9595786651,"0","0",14316,7968.47215457849,591.25,454.04,6.06579247004558,1.65656631370164,576.639487179487,-0.759701311588287
"316","Kenya 2022",2022-09-01,"2022",114085.176566,128565.217391304,9,119.800003,"Kenya",5.96844687503544,1.0681894807822,486.340555433876,"0","0",14316,7968.47215457849,678,391.32,6.67245317715171,2.20661300350998,377.008712871287,-0.759701311588287
"317","Kenya 2022",2022-10-01,"2022",114085.176566,128565.217391304,10,120.400002,"Kenya",5.96844687503544,1.07771409305462,465.425241438119,"0","0",14316,7968.47215457849,636.25,268.55,6.76057222615672,2.29428339373317,186.916061981157,-0.759701311588287
"318","Kenya 2022",2022-11-01,"2022",114085.176566,127812.5,11,121.5,"Kenya",5.96844687503544,1.08150708024275,435.693827160494,"0","0",14316,7968.47215457849,588.75,247.18,6.83131748893834,2.41443570446268,270.158,-0.759701311588287
"319","Kenya 2022",2022-12-01,"2022",114085.176566,126685.714285714,12,122.5,"Kenya",5.96844687503544,1.08723870532704,447.007346938776,"0","0",14316,7968.47215457849,519.38,252.12,6.93690541879125,2.31353937086756,194.651951496727,-0.759701311588287
"320","Kenya 2023",2023-01-01,"2023",116995,126685.714285714,1,123.419998,"Kenya",5.96844687503544,1.08976736345246,391.0484587757,"0","0",14316,7340.62017339666,443.75,149.38,7.06083787405258,2.62489255345096,196.986604584123,-0.759701311588287
"321","Kenya 2023",2023-02-01,"2023",116995,122153.846153846,2,126.099998,"Kenya",5.96844687503544,1.09684760620364,433.662179756736,"0","0",14316,7340.62017339666,357.5,120.04,7.10858218317318,2.23378061461039,198.260174710443,-0.759701311588287
"322","Kenya 2023",2023-03-01,"2023",116995,120800,3,131.399994,"Kenya",5.96844687503544,1.10569790964262,451.388148465212,"0","0",14316,7340.62017339666,313.5,104.51,7.09974782700432,2.0366736129376,438.725493562232,-0.759701311588287
"323","Kenya 2023",2023-04-01,"2023",116995,92925.8620689655,4,135.899994,"Kenya",5.96844687503544,1.11117666891436,439.690968639778,"0","0",14316,7340.62017339666,313.38,100.25,6.60773576694577,1.555140443635,203.564235417493,-0.759701311588287
"324","Kenya 2023",2023-05-01,"2023",116995,115432.432432432,5,137.5,"Kenya",5.96844687503544,1.12112272420769,463.68,"0","0",14316,7340.62017339666,329.25,83.22,6.92806579582132,1.81053441923007,464.650181818182,-0.759701311588287
"325","Kenya 2023",2023-06-01,"2023",116995,114645.161290323,6,139.550003,"Kenya",5.96844687503544,1.12955158462576,474.273010227022,"0","0",14316,7340.62017339666,287.5,84.31,6.97360876042872,1.73219774465319,228.12409881917,-0.759701311588287
"326","Kenya 2023",2023-07-01,"2023",116995,109076.923076923,7,140.649994,"Kenya",5.96844687503544,1.13073162508429,437.07360556304,"0","0",14316,7340.62017339666,334.63,85.19,6.78194451858806,1.77434709532624,359.948531914894,-0.759701311588287
"327","Kenya 2023",2023-08-01,"2023",116995,105500,8,144.399994,"Kenya",5.96844687503544,1.12963587322994,349.013864917474,"0","0",14316,7340.62017339666,385.63,93.09,6.53663412730111,2.09335365176119,447.774026532209,-0.759701311588287
"328","Kenya 2023",2023-09-01,"2023",116995,104789.473684211,9,148.100006,"Kenya",5.96844687503544,1.14059339177343,301.966226794076,"0","0",14316,7340.62017339666,380,95.23,6.48481732154995,2.34317222445307,230.201254326979,-0.759701311588287
"329","Kenya 2023",2023-10-01,"2023",116995,104666.666666667,10,149.600006,"Kenya",5.96844687503544,1.15230950775455,293.588223519189,"0","0",14316,7340.62017339666,411.38,114.1,6.35702506253237,2.38307741814053,382.476917541844,-0.759701311588287
"330","Kenya 2023",2023-11-01,"2023",116995,106818.181818182,11,152.100006,"Kenya",5.96844687503544,1.15500674308833,268.802093275394,"0","0",14316,7340.62017339666,385.5,110.37,6.45138603851229,2.61266245201595,382.476917541844,-0.759701311588287
"331","Kenya 2023",2023-12-01,"2023",116995,115037.037037037,12,155.940475,"Kenya",5.96844687503544,1.15938975050573,261.415132921713,"0","0",14316,7340.62017339666,354,93.93,6.64300567478163,2.82194217217227,382.476917541844,-0.759701311588287
"332","Kenya 2024",2024-01-01,"2024",116995,115861.194029851,1,160.25,"Kenya",5.96844687503544,1.16444706675657,259.953822152886,"0","0",14316,7340.62017339666,335.38,93.79,6.653181471066,2.78127386190877,532.901785714286,-0.759701311588287
