"","key","Diammonium Phosphate","NPK","Urea","RealInterest","ForexReserves","ElectionYr","ElectionYr1","GDP","ControlofCorruption","SharePrivateSectorSalesAnnual","NumFirmsImportingFert","WorldUrea","Natural gas index","Year","Month","Country","Diesel","ExchangeRate","CPI","MaizePrice","MonthlyUreaImportMT"
"270","2017-6-Malawi",NA,NA,NA,25.3362028992032,768.401046225973,0,0,8943.543794,-0.687254250049591,0.73,15,191,64.96,"2017","6","Malawi",815.8,719.830017,0.6165,110080,NA
"271","2017-7-Malawi",NA,NA,NA,25.3362028992032,768.401046225973,0,0,8943.543794,-0.687254250049591,0.73,15,181,65.75,"2017","7","Malawi",815.8,720.179993,0.6024,107520,NA
"272","2017-8-Malawi",NA,NA,NA,25.3362028992032,768.401046225973,0,0,8943.543794,-0.687254250049591,0.73,15,192.63,67,"2017","8","Malawi",815.8,725.570007,0.5915,105336,NA
"273","2017-9-Malawi",NA,NA,385000,25.3362028992032,768.401046225973,0,0,8943.543794,-0.687254250049591,0.73,15,219,70.17,"2017","9","Malawi",815.8,720.539978,0.5944,105200,NA
"274","2017-10-Malawi",NA,NA,382857.142857143,25.3362028992032,768.401046225973,0,0,8943.543794,-0.687254250049591,0.73,15,252.5,69.77,"2017","10","Malawi",815.8,721.849976,0.6172,97920,NA
"275","2017-11-Malawi",NA,NA,393750,25.3362028992032,768.401046225973,0,0,8943.543794,-0.687254250049591,0.73,15,280,73.88,"2017","11","Malawi",815.8,720.380005,0.6265,70664,NA
"276","2017-12-Malawi",NA,NA,396250,25.3362028992032,768.401046225973,0,0,8943.543794,-0.687254250049591,0.73,15,214.63,73.29,"2017","12","Malawi",815.8,721.789978,0.6532,69200,NA
"277","2018-1-Malawi",NA,NA,396250,24.6500794575411,766.154761931253,0,0,9877.060547,-0.765652000904083,0.74,15,219.63,84.82,"2018","1","Malawi",815.8,711,0.6796,72320,NA
"278","2018-2-Malawi",NA,NA,394000,24.6500794575411,766.154761931253,0,0,9877.060547,-0.765652000904083,0.74,15,232.5,71.03,"2018","2","Malawi",815.8,711,0.7104,91400,NA
"279","2018-3-Malawi",NA,NA,394000,24.6500794575411,766.154761931253,0,0,9877.060547,-0.765652000904083,0.74,15,232.5,71.46,"2018","3","Malawi",815.8,715,0.7256,92160,NA
"280","2018-4-Malawi",NA,NA,390125,24.6500794575411,766.154761931253,0,0,9877.060547,-0.765652000904083,0.74,15,230.63,73.52,"2018","4","Malawi",815.8,711,0.7189,84800,NA
"281","2018-5-Malawi",NA,NA,421400,24.6500794575411,766.154761931253,0,0,9877.060547,-0.765652000904083,0.74,15,221.88,76.51,"2018","5","Malawi",815.8,710,0.6919,78400,NA
"282","2018-6-Malawi",NA,NA,4e+05,24.6500794575411,766.154761931253,0,0,9877.060547,-0.765652000904083,0.74,15,224,78.34,"2018","6","Malawi",815.8,585.289978,0.6879,81120,NA
"283","2018-7-Malawi",NA,NA,385111.111111111,24.6500794575411,766.154761931253,0,0,9877.060547,-0.765652000904083,0.74,15,252.5,77.5,"2018","7","Malawi",845.84,717.130005,0.6862,91800,NA
"284","2018-8-Malawi",NA,NA,393600,24.6500794575411,766.154761931253,0,0,9877.060547,-0.765652000904083,0.74,15,260,81.71,"2018","8","Malawi",890.9,718.799988,0.6905,96200,NA
"285","2018-9-Malawi",NA,NA,397000,24.6500794575411,766.154761931253,0,0,9877.060547,-0.765652000904083,0.74,15,267.5,89.17,"2018","9","Malawi",890.9,718.830017,0.7,99520,NA
"286","2018-10-Malawi",NA,NA,399200,24.6500794575411,766.154761931253,0,0,9877.060547,-0.765652000904083,0.74,15,270,89.57,"2018","10","Malawi",926.66,705,0.7143,100400,NA
"287","2018-11-Malawi",NA,NA,417600,24.6500794575411,766.154761931253,0,0,9877.060547,-0.765652000904083,0.74,15,305.6,97.36,"2018","11","Malawi",949.3,700,0.7279,103400,NA
"288","2018-12-Malawi",NA,NA,430000,24.6500794575411,766.154761931253,0,0,9877.060547,-0.765652000904083,0.74,15,276.67,94.41,"2018","12","Malawi",974.08,748.919983,0.7388,116320,NA
"289","2019-1-Malawi",NA,NA,422000,16.6585285234902,846.839844266183,0,0,11032.141908,-0.785404324531555,0.71,17,260,80.06,"2019","1","Malawi",892.9,719,0.7469,128400,9856
"290","2019-2-Malawi",NA,NA,422222.222222222,16.6585285234902,846.839844266183,0,0,11032.141908,-0.785404324531555,0.71,17,250.63,69.55,"2019","2","Malawi",874,719,0.7727,137000,10801
"291","2019-3-Malawi",NA,NA,424000,16.6585285234902,846.839844266183,0,0,11032.141908,-0.785404324531555,0.71,17,247.5,67.91,"2019","3","Malawi",874,707.960022,0.7829,145440,NA
"292","2019-4-Malawi",NA,NA,413333.333333333,16.6585285234902,846.839844266183,0,0,11032.141908,-0.785404324531555,0.71,17,247.5,62.49,"2019","4","Malawi",874,718.049988,0.7856,135200,5200
"293","2019-5-Malawi",NA,NA,411222.222222222,16.6585285234902,846.839844266183,0,0,11032.141908,-0.785404324531555,0.71,17,247.5,59.42,"2019","5","Malawi",874,693.820007,0.7551,130400,7520
"294","2019-6-Malawi",NA,NA,411111.111111111,16.6585285234902,846.839844266183,0,0,11032.141908,-0.785404324531555,0.71,17,247.5,52.96,"2019","6","Malawi",874,736.929993,0.7489,132320,8920
"295","2019-7-Malawi",NA,NA,409444.444444444,16.6585285234902,846.839844266183,0,0,11032.141908,-0.785404324531555,0.71,17,263.5,52.73,"2019","7","Malawi",874,725,0.7476,153600,4885
"296","2019-8-Malawi",NA,NA,410555.555555556,16.6585285234902,846.839844266183,0,0,11032.141908,-0.785404324531555,0.71,17,262.5,51.85,"2019","8","Malawi",874,710,0.7544,173600,NA
"297","2019-9-Malawi",NA,NA,412777.777777778,16.6585285234902,846.839844266183,0,0,11032.141908,-0.785404324531555,0.71,17,237.75,58.19,"2019","9","Malawi",874,731.059998,0.7666,180000,26500
"298","2019-10-Malawi",NA,NA,NA,16.6585285234902,846.839844266183,0,0,11032.141908,-0.785404324531555,0.71,17,237,59.12,"2019","10","Malawi",874,720,0.7802,188000,4000
"299","2019-11-Malawi",NA,NA,417777.777777778,16.6585285234902,846.839844266183,0,0,11032.141908,-0.785404324531555,0.71,17,224.5,63.47,"2019","11","Malawi",874,725,0.7972,203200,24768
"300","2019-12-Malawi",NA,NA,415555.555555556,16.6585285234902,846.839844266183,0,0,11032.141908,-0.785404324531555,0.71,17,217.5,56.01,"2019","12","Malawi",914,720,0.8149,220800,33220
"301","2020-1-Malawi",NA,NA,420000,13.8959878628383,594.498493623211,1,0,11762.387765,-0.392753958702087,0.79,27,215.4,48.63,"2020","1","Malawi",924,720,0.8332,252600,20660
"302","2020-2-Malawi",NA,NA,NA,13.8959878628383,594.498493623211,1,0,11762.387765,-0.392753958702087,0.79,27,214.38,43.79,"2020","2","Malawi",924,725,0.8584,271360,11680
"303","2020-3-Malawi",NA,NA,NA,13.8959878628383,594.498493623211,1,0,11762.387765,-0.392753958702087,0.79,27,231.13,41.61,"2020","3","Malawi",894.4,720,0.8692,241000,17365
"304","2020-4-Malawi",NA,NA,NA,13.8959878628383,594.498493623211,1,0,11762.387765,-0.392753958702087,0.79,27,235,37.97,"2020","4","Malawi",795.5,720,0.8624,141800,526.25
"305","2020-5-Malawi",NA,NA,NA,13.8959878628383,594.498493623211,1,0,11762.387765,-0.392753958702087,0.79,27,201.9,35.6,"2020","5","Malawi",689.85,720,0.8264,134560,1085.25
"306","2020-6-Malawi",NA,NA,NA,13.8959878628383,594.498493623211,1,0,11762.387765,-0.392753958702087,0.79,27,202,33.99,"2020","6","Malawi",664.8,725,0.8142,139400,7458
"307","2020-7-Malawi",NA,NA,371500,13.8959878628383,594.498493623211,1,0,11762.387765,-0.392753958702087,0.79,27,214.4,34.91,"2020","7","Malawi",664.8,725,0.8115,138720,4310
"308","2020-8-Malawi",NA,412047.619047619,364866.666666667,13.8959878628383,594.498493623211,1,0,11762.387765,-0.392753958702087,0.79,27,249.5,45.85,"2020","8","Malawi",664.8,745.958313,0.8149,140000,15480
"309","2020-9-Malawi",NA,411750,367500,13.8959878628383,594.498493623211,1,0,11762.387765,-0.392753958702087,0.79,27,250.5,46.07,"2020","9","Malawi",664.8,741,0.8246,144800,19641
"310","2020-10-Malawi",NA,416150,369153.846153846,13.8959878628383,594.498493623211,1,0,11762.387765,-0.392753958702087,0.79,27,245,54.72,"2020","10","Malawi",664.8,754.501282,0.8357,155040,58219
"311","2020-11-Malawi",NA,433750,364875,13.8959878628383,594.498493623211,1,0,11762.387765,-0.392753958702087,0.79,27,245,59.06,"2020","11","Malawi",664.8,750,0.8568,157800,19850
"312","2020-12-Malawi",NA,432125,368687.5,13.8959878628383,594.498493623211,1,0,11762.387765,-0.392753958702087,0.79,27,245,63.86,"2020","12","Malawi",745.6,755,0.8743,160400,32915.882
"313","2021-1-Malawi",NA,NA,NA,13.2547633952173,594.498493623211,0,1,12199.195237,-0.32319375872612,0.12,26,265,73.02,"2021","1","Malawi",826.4,765,0.8966,164320,25423
"314","2021-2-Malawi",NA,NA,NA,13.2547633952173,594.498493623211,0,1,12199.195237,-0.32319375872612,0.12,26,335,97.48,"2021","2","Malawi",826.4,777.7724,0.9242,149600,26491
"315","2021-3-Malawi",NA,NA,NA,13.2547633952173,594.498493623211,0,1,12199.195237,-0.32319375872612,0.12,26,352.88,65.62,"2021","3","Malawi",883.68,775,0.9415,145200,13414
"316","2021-4-Malawi",NA,NA,NA,13.2547633952173,594.498493623211,0,1,12199.195237,-0.32319375872612,0.12,26,328.1,71.28,"2021","4","Malawi",898,775,0.9504,140400,6279
"317","2021-5-Malawi",NA,NA,NA,13.2547633952173,594.498493623211,0,1,12199.195237,-0.32319375872612,0.12,26,331.63,83.47,"2021","5","Malawi",898,770,0.9022,101400,2601.1
"318","2021-6-Malawi",NA,NA,NA,13.2547633952173,594.498493623211,0,1,12199.195237,-0.32319375872612,0.12,26,393.25,94.73,"2021","6","Malawi",898,790,0.8865,106600,6505
"319","2021-7-Malawi",NA,NA,NA,13.2547633952173,594.498493623211,0,1,12199.195237,-0.32319375872612,0.12,26,441.5,112.68,"2021","7","Malawi",898,809.701599,0.8849,104480,3550
"320","2021-8-Malawi",NA,NA,NA,13.2547633952173,594.498493623211,0,1,12199.195237,-0.32319375872612,0.12,26,446.88,129.82,"2021","8","Malawi",898,809.569458,0.8854,113200,16800
"321","2021-9-Malawi",NA,NA,NA,13.2547633952173,594.498493623211,0,1,12199.195237,-0.32319375872612,0.12,26,418.75,178.4,"2021","9","Malawi",898,800,0.8938,117400,6217.4795
"322","2021-10-Malawi",NA,NA,NA,13.2547633952173,594.498493623211,0,1,12199.195237,-0.32319375872612,0.12,26,695,222.53,"2021","10","Malawi",1064.5,800,0.9104,118400,17860
"323","2021-11-Malawi",NA,NA,NA,13.2547633952173,594.498493623211,0,1,12199.195237,-0.32319375872612,0.12,26,900.5,202.59,"2021","11","Malawi",1120,800,0.9406,116800,25912.25
"324","2021-12-Malawi",NA,NA,NA,13.2547633952173,594.498493623211,0,1,12199.195237,-0.32319375872612,0.12,26,890,236.49,"2021","12","Malawi",1120,798,0.9716,121600,10430
"325","2022-1-Malawi",NA,NA,NA,2.83945583643461,594.498493623211,0,0,12701.920931,-0.610480070114136,0.52,32,846.38,196.91,"2022","1","Malawi",1120,812.195251,1,152800,6000
"326","2022-2-Malawi",NA,NA,NA,2.83945583643461,594.498493623211,0,0,12701.920931,-0.610480070114136,0.52,32,744.17,197.52,"2022","2","Malawi",1120,794.184387,1.0357,150400,1145
"327","2022-3-Malawi",NA,NA,NA,2.83945583643461,594.498493623211,0,0,12701.920931,-0.610480070114136,0.52,32,872.5,271.08,"2022","3","Malawi",1120,802,1.0635,148000,2401
"328","2022-4-Malawi",NA,NA,NA,2.83945583643461,594.498493623211,0,0,12701.920931,-0.610480070114136,0.52,32,925,243.44,"2022","4","Malawi",1207.5,797,1.0843,167200,61
"329","2022-5-Malawi",NA,NA,NA,2.83945583643461,594.498493623211,0,0,12701.920931,-0.610480070114136,0.52,32,707.5,248.79,"2022","5","Malawi",1470,1017.537292,1.044,163200,5800
"330","2022-6-Malawi",NA,NA,NA,2.83945583643461,594.498493623211,0,0,12701.920931,-0.610480070114136,0.52,32,690,263.24,"2022","6","Malawi",1582.5,1022.010498,1.0556,204000,7500
"331","2022-7-Malawi",NA,NA,NA,2.83945583643461,594.498493623211,0,0,12701.920931,-0.610480070114136,0.52,32,601,344.93,"2022","7","Malawi",1920,1000,1.0931,248000,1.1
"332","2022-8-Malawi",NA,NA,NA,2.83945583643461,594.498493623211,0,0,12701.920931,-0.610480070114136,0.52,32,591.25,454.04,"2022","8","Malawi",1920,1004,1.1033,257600,114
"333","2022-9-Malawi",NA,NA,NA,2.83945583643461,594.498493623211,0,0,12701.920931,-0.610480070114136,0.52,32,678,391.32,"2022","9","Malawi",1920,1011,1.1216,260800,240
"334","2022-10-Malawi",NA,NA,NA,2.83945583643461,594.498493623211,0,0,12701.920931,-0.610480070114136,0.52,32,636.25,268.55,"2022","10","Malawi",1920,1013,1.1458,295680,18812.512
"335","2022-11-Malawi",NA,NA,NA,2.83945583643461,594.498493623211,0,0,12701.920931,-0.610480070114136,0.52,32,588.75,247.18,"2022","11","Malawi",1920,1009,1.1919,366400,26184
"336","2022-12-Malawi",NA,NA,NA,2.83945583643461,594.498493623211,0,0,12701.920931,-0.610480070114136,0.52,32,519.38,252.12,"2022","12","Malawi",1920,1008,1.2226,374600,26564
"337","2023-1-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","1","Malawi",1920,1023.171509,1.2543,396200,8184
"338","2023-2-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","2","Malawi",1920,1005,1.3039,486800,9813.62
"339","2023-3-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","3","Malawi",1920,1009,1.3473,557200,12198.505
"340","2023-4-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","4","Malawi",1920,1012,1.3768,460104,6031.001
"341","2023-5-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","5","Malawi",1920,1011,1.345,378800,2200
"342","2023-6-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","6","Malawi",1920,1038,1.364,400200,5335
"343","2023-7-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","7","Malawi",1920,1046.346191,1.391,476000,10773
"344","2023-8-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","8","Malawi",1920,1075.85376,1.416,547000,14070.5
"345","2023-9-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","9","Malawi",1920,1065,1.442,557600,24139
"346","2023-10-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","10","Malawi",1920,1127,1.464,574400,15560
"347","2023-11-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","11","Malawi",2530.5,1667,1.513,597600,16155.745
"348","2023-12-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","12","Malawi",2734,1682.963257,1.628,660800,38303.65
"349","2024-1-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024","1","Malawi",NA,1666,1.69844694724363,728800,28186.8
"350","2024-2-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024","2","Malawi",NA,1681.599243,NA,NA,15588
"351","2024-3-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024","3","Malawi",NA,1727.352661,NA,NA,NA
"352","2024-4-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024","4","Malawi",NA,1725.462646,NA,NA,NA
"353","2024-5-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2024-6-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2024-7-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2024-8-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2024-9-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2024-10-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2024-11-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2024-12-Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2010-1-Tanzania",NA,NA,NA,4.67468740279335,3904.67657171261,0,0,32373.467858,-0.542279362678528,1,13,266.5,119.14,"2010","1","Tanzania",NA,1327.099976,0.479117340657259,438016.876,NA
"362","2010-2-Tanzania",NA,NA,NA,4.67468740279335,3904.67657171261,0,0,32373.467858,-0.542279362678528,1,13,297.5,113.76,"2010","2","Tanzania",NA,1331.099976,0.484894402879061,410465.268,NA
"363","2010-3-Tanzania",NA,NA,NA,4.67468740279335,3904.67657171261,0,0,32373.467858,-0.542279362678528,1,13,278.7,101.64,"2010","3","Tanzania",NA,1335.099976,0.489345581967989,380202.144,NA
"364","2010-4-Tanzania",NA,NA,NA,4.67468740279335,3904.67657171261,0,0,32373.467858,-0.542279362678528,1,13,253.75,91.83,"2010","4","Tanzania",NA,1361.400024,0.492092054171797,335557.856,NA
"365","2010-5-Tanzania",999788.571428571,1020320,663032.5,4.67468740279335,3904.67657171261,0,0,32373.467858,-0.542279362678528,1,13,234,92.75,"2010","5","Tanzania",NA,1405.099976,0.490387347286675,281181.072,NA
"366","2010-6-Tanzania",993465,1064466.66666667,704268,4.67468740279335,3904.67657171261,0,0,32373.467858,-0.542279362678528,1,13,226.25,102.12,"2010","6","Tanzania",NA,1440.900024,0.489250876029927,246703.796,NA
"367","2010-7-Tanzania",1092076.66666667,993840,687863.333333333,4.67468740279335,3904.67657171261,0,0,32373.467858,-0.542279362678528,1,13,259.38,102.07,"2010","7","Tanzania",NA,1495.699951,0.487640875082868,252690.604,NA
"368","2010-8-Tanzania",1099743.33333333,866146.666666667,771440,4.67468740279335,3904.67657171261,0,0,32373.467858,-0.542279362678528,1,13,263.5,100.1,"2010","8","Tanzania",NA,1498.400024,0.489534993844114,257478.008,NA
"369","2010-9-Tanzania",1125786.66666667,1048560,734034.285714286,4.67468740279335,3904.67657171261,0,0,32373.467858,-0.542279362678528,1,13,308.75,94.24,"2010","9","Tanzania",NA,1478.800049,0.489819111658301,263616.34,NA
"370","2010-10-Tanzania",1188375,1105385,804786.666666667,4.67468740279335,3904.67657171261,0,0,32373.467858,-0.542279362678528,1,13,332.5,88.62,"2010","10","Tanzania",NA,1476,0.489345581967989,275234.008,NA
"371","2010-11-Tanzania",1256755,1313830,860423.333333333,4.67468740279335,3904.67657171261,0,0,32373.467858,-0.542279362678528,1,13,365.4,93.44,"2010","11","Tanzania",NA,1459.699951,0.490766171038924,290251.812,NA
"372","2010-12-Tanzania",1180430,1209280,806673.333333333,4.67468740279335,3904.67657171261,0,0,32373.467858,-0.542279362678528,1,13,380.63,100.29,"2010","12","Tanzania",NA,1461.699951,0.498153234207785,306755.14,NA
"373","2011-1-Tanzania",1225550,NA,872660,2.46430420678748,3726.15840229753,0,0,34914.501203,-0.603359639644623,1,13,378.5,108.01,"2011","1","Tanzania",NA,1489.599976,0.509896770527512,322789.82,NA
"374","2011-2-Tanzania",1367906.66666667,1350810,955680,2.46430420678748,3726.15840229753,0,0,34914.501203,-0.603359639644623,1,13,297.5,102.12,"2011","2","Tanzania",NA,1494.800049,0.521166777156928,352079.4,NA
"375","2011-3-Tanzania",1341120,1270636.66666667,760275,2.46430420678748,3726.15840229753,0,0,34914.501203,-0.603359639644623,1,13,278.7,101.24,"2011","3","Tanzania",NA,1482.5,0.528648546263851,403342.444,NA
"376","2011-4-Tanzania",1373955,1199980,999240,2.46430420678748,3726.15840229753,0,0,34914.501203,-0.603359639644623,1,13,253.75,109.57,"2011","4","Tanzania",NA,1487.900024,0.53433090254759,400339.38,NA
"377","2011-5-Tanzania",1457986.66666667,1298883.33333333,944198,2.46430420678748,3726.15840229753,0,0,34914.501203,-0.603359639644623,1,13,234,110.51,"2011","5","Tanzania",NA,1516.400024,0.538213846008145,394611,NA
"378","2011-6-Tanzania",1483568,1304350,1022215.55555556,2.46430420678748,3726.15840229753,0,0,34914.501203,-0.603359639644623,1,13,478.75,113.85,"2011","6","Tanzania",NA,1599.5,0.542665025097074,414046,NA
"379","2011-7-Tanzania",1533138,1234946.66666667,1086968,2.46430420678748,3726.15840229753,0,0,34914.501203,-0.603359639644623,1,13,483.75,116.83,"2011","7","Tanzania",NA,1568.900024,0.55109385358462,410681.1,NA
"380","2011-8-Tanzania",1775780,1345412,NA,2.46430420678748,3726.15840229753,0,0,34914.501203,-0.603359639644623,1,13,475.5,111.83,"2011","8","Tanzania",NA,1599.699951,0.558765034567667,386348.388,NA
"381","2011-9-Tanzania",1643942,1337456,NA,2.46430420678748,3726.15840229753,0,0,34914.501203,-0.603359639644623,1,13,508.75,109.98,"2011","9","Tanzania",NA,1635.099976,0.572118571834454,387842.008,NA
"382","2011-10-Tanzania",1838246.66666667,1509917.14285714,1570160,2.46430420678748,3726.15840229753,0,0,34914.501203,-0.603359639644623,1,13,493.5,108.78,"2011","10","Tanzania",NA,1724.900024,0.576948574675632,389457.988,NA
"383","2011-11-Tanzania",1674051.42857143,1268844,1302040,2.46430420678748,3726.15840229753,0,0,34914.501203,-0.603359639644623,1,13,481.25,104.56,"2011","11","Tanzania",NA,1667,0.584903873472867,389352.188,NA
"384","2011-12-Tanzania",1730344,1570575.55555556,1519205,2.46430420678748,3726.15840229753,0,0,34914.501203,-0.603359639644623,1,13,423.13,104.4,"2011","12","Tanzania",NA,1554.900024,0.596552703854532,393773.524,NA
"385","2012-1-Tanzania",1761908,1468253.33333333,1501388,4.59141372170384,4052.22433793442,0,0,40379.782996,-0.764619529247284,1,13,368,98.29,"2012","1","Tanzania",NA,1581.300049,0.610474476749692,407186.204,NA
"386","2012-2-Tanzania",1698568,1441968.57142857,1388002.22222222,4.59141372170384,4052.22433793442,0,0,40379.782996,-0.764619529247284,1,13,375,94.32,"2012","2","Tanzania",NA,1569.400024,0.622312719007482,390531.26,NA
"387","2012-3-Tanzania",1800031.42857143,1499462.85714286,1566453.33333333,4.59141372170384,4052.22433793442,0,0,40379.782996,-0.764619529247284,1,13,393.13,94.28,"2012","3","Tanzania",NA,1569.599976,0.628847428733782,392851.132,NA
"388","2012-4-Tanzania",1793365.71428571,1493917.14285714,1560660,4.59141372170384,4052.22433793442,0,0,40379.782996,-0.764619529247284,1,13,494.38,89.35,"2012","4","Tanzania",NA,1560.699951,0.634056255327209,431801.54,NA
"389","2012-5-Tanzania",1861428,1571384,1395825.71428571,4.59141372170384,4052.22433793442,0,0,40379.782996,-0.764619529247284,1,13,513.13,96.53,"2012","5","Tanzania",NA,1574.5,0.636329197840705,479827.932,NA
"390","2012-6-Tanzania",1814868.57142857,1528060,1654160,4.59141372170384,4052.22433793442,0,0,40379.782996,-0.764619529247284,1,13,456.88,96.09,"2012","6","Tanzania",NA,1539.099976,0.636992139407141,478630.46,NA
"391","2012-7-Tanzania",1682664,NA,1414336,4.59141372170384,4052.22433793442,0,0,40379.782996,-0.764619529247284,1,13,307.5,100.95,"2012","7","Tanzania",NA,1556,0.637655080973577,479058.996,NA
"392","2012-8-Tanzania",1872370,1682777.14285714,1568948.57142857,4.59141372170384,4052.22433793442,0,0,40379.782996,-0.764619529247284,1,13,382.5,99.63,"2012","8","Tanzania",NA,1554.300049,0.642106260062506,460620.264,NA
"393","2012-9-Tanzania",NA,NA,NA,4.59141372170384,4052.22433793442,0,0,40379.782996,-0.764619529247284,1,13,384.38,98.58,"2012","9","Tanzania",NA,1558.400024,0.649398617293304,494783.452,NA
"394","2012-10-Tanzania",NA,NA,NA,4.59141372170384,4052.22433793442,0,0,40379.782996,-0.764619529247284,1,13,349,105.7,"2012","10","Tanzania",NA,1561.5,0.651387441992613,543982.936,NA
"395","2012-11-Tanzania",1712874.28571429,1531423.33333333,1420726.66666667,4.59141372170384,4052.22433793442,0,0,40379.782996,-0.764619529247284,1,13,383.5,109.37,"2012","11","Tanzania",NA,1581.300049,0.655743915143479,595450.036,NA
"396","2012-12-Tanzania",NA,NA,NA,4.59141372170384,4052.22433793442,0,0,40379.782996,-0.764619529247284,1,13,375.83,107.04,"2012","12","Tanzania",NA,1554.800049,0.668529216781892,669373.876,NA
"397","2013-1-Tanzania",1681504.44444444,1681605.71428571,1358120,5.64864168084363,4673.72980918131,0,0,46749.830038,-0.780951321125031,1,13,380,107.61,"2013","1","Tanzania",NA,1591.099976,0.677242163083625,705998.34,NA
"398","2013-2-Tanzania",1736645,1481063.33333333,1383391.42857143,5.64864168084363,4673.72980918131,0,0,46749.830038,-0.780951321125031,1,13,415.63,107.54,"2013","2","Tanzania",NA,1600.199951,0.686902168765982,709574.38,NA
"399","2013-3-Tanzania",1661593.33333333,1416815,1364392.5,5.64864168084363,4673.72980918131,0,0,46749.830038,-0.780951321125031,1,13,395.63,113.68,"2013","3","Tanzania",NA,1577.400024,0.690311582536225,665697.372,NA
"400","2013-4-Tanzania",1523608.88888889,1434746.66666667,1288177.77777778,5.64864168084363,4673.72980918131,0,0,46749.830038,-0.780951321125031,1,13,365.63,122.81,"2013","4","Tanzania",NA,1587,0.693531584430344,610781.284,NA
"401","2013-5-Tanzania",1480112.94117647,1321607.5,1297961.73913043,5.64864168084363,4673.72980918131,0,0,46749.830038,-0.780951321125031,1,13,358.13,118.48,"2013","5","Tanzania",NA,1587.900024,0.689459229093664,517489.972,NA
"402","2013-6-Tanzania",1442665.71428571,1277120,1163991.11111111,5.64864168084363,4673.72980918131,0,0,46749.830038,-0.780951321125031,1,13,329.38,114.37,"2013","6","Tanzania",NA,1600.800049,0.685670991571172,447922.976,NA
"403","2013-7-Tanzania",1490417.14285714,NA,1300342.5,5.64864168084363,4673.72980918131,0,0,46749.830038,-0.780951321125031,1,13,312.5,110.09,"2013","7","Tanzania",NA,1583,0.685765697509234,456635.192,NA
"404","2013-8-Tanzania",1561620,1441480,1201240,5.64864168084363,4673.72980918131,0,0,46749.830038,-0.780951321125031,1,13,310.63,107.5,"2013","8","Tanzania",NA,1581.400024,0.685386873756985,479990.404,NA
"405","2013-9-Tanzania",1538000,1249040,1258500,5.64864168084363,4673.72980918131,0,0,46749.830038,-0.780951321125031,1,13,301,107.52,"2013","9","Tanzania",NA,1571.900024,0.688701581589166,487070.908,NA
"406","2013-10-Tanzania",1328100,1210220,1268380,5.64864168084363,4673.72980918131,0,0,46749.830038,-0.780951321125031,1,13,296.88,109.03,"2013","10","Tanzania",NA,1573.900024,0.692584525049721,491058.096,NA
"407","2013-11-Tanzania",1459860,1318020,1217620,5.64864168084363,4673.72980918131,0,0,46749.830038,-0.780951321125031,1,13,305,108.65,"2013","11","Tanzania",NA,1576.199951,0.6966568803864,490063.024,NA
